audit_kind,item_id,canonical_id,canonical_type,canonical_name,alias,normalized_alias,observed_types,mention_count,mention_ids,is_valid,type_correct,evidence_support,direction_correct,notes
alias,ent_000061::1833,ent_000061,Time,1833,1833,1833,"[""Time""]",1,"[""lichsu_11_s104_bai19_sec5_001:e7""]",,,,,
alias,ent_000054::1800,ent_000054,Time,1800,1800,1800,"[""Time""]",1,"[""lichsu_10_s200_001:e5""]",,,,,
alias,ent_002281::Ngày 26 - 3 - 1971,ent_002281,Time,Ngày 26 - 3 - 1971,Ngày 26 - 3 - 1971,ngày 26 3 1971,"[""Time""]",1,"[""lichsu_12_s49_bai4_sec8_001:e3""]",,,,,
alias,ent_002124::năm 1939,ent_002124,Time,năm 1939,năm 1939,năm 1939,"[""Time""]",1,"[""lichsu_12_s242_bai21_sec8_002:e4""]",,,,,
alias,ent_002150::năm 1975,ent_002150,Time,năm 1975,năm 1975,năm 1975,"[""Time""]",5,"[""lichsu_12_s284_bai23_sec11_001:e5"", ""lichsu_12_s293_bai24_sec3_001:e2"", ""lichsu_12_s294_bai24_sec4_001:e2"", ""lichsu_12_s297_bai24_sec7_001:e1"", ""lichsu_12_s316_bai27_sec3_001:e12""]",,,,,
alias,ent_002179::Năm 980,ent_002179,Time,Năm 980,Năm 980,năm 980,"[""Time""]",1,"[""lichsu_10_s102_001:e4""]",,,,,
alias,ent_000163::1968,ent_000163,Time,1968,1968,1968,"[""Time""]",1,"[""lichsu_12_s71_bai7_sec4_001:e9""]",,,,,
alias,ent_003169::Thời kì Áng-co,ent_003169,Time,Thời kì Áng-co,Thời kì Áng-co,thời kì áng co,"[""Time""]",1,"[""lichsu_10_s45_001:e10""]",,,,,
alias,ent_002156::năm 1988,ent_002156,Time,năm 1988,năm 1988,năm 1988,"[""Time""]",1,"[""lichsu_12_s311_bai26_sec6_002:e2""]",,,,,
alias,ent_000085::1890 - 1900,ent_000085,Time,1890 - 1900,1890 - 1900,1890 1900,"[""Time""]",1,"[""lichsu_10_s202_001:e11""]",,,,,
alias,ent_000192::1991,ent_000192,Time,1991,1991,1991,"[""Time""]",3,"[""lichsu_12_s311_bai26_sec6_004:e7"", ""lichsu_12_s32_bai2_sec13_001:e4"", ""lichsu_12_s72_bai7_sec5_001:e10""]",,,,,
alias,ent_000073::1870,ent_000073,Time,1870,1870,1870,"[""Time""]",1,"[""lichsu_10_s202_001:e3""]",,,,,
alias,ent_002292::Ngày 3 - 4 - 1882,ent_002292,Time,Ngày 3 - 4 - 1882,Ngày 3 - 4 - 1882,ngày 3 4 1882,"[""Time""]",1,"[""lichsu_11_s113_bai20_sec7_001:e11""]",,,,,
alias,ent_000072::1867,ent_000072,Time,1867,1867,1867,"[""Time""]",2,"[""lichsu_11_s100_bai19_sec1_001:e12"", ""lichsu_11_s102_bai19_sec3_001:e6""]",,,,,
alias,ent_002966::tháng 10 - 1923,ent_002966,Time,tháng 10 - 1923,tháng 10 - 1923,tháng 10 1923,"[""Time""]",1,"[""lichsu_11_s51_bai12_sec2_002:e3""]",,,,,
alias,ent_000242::25 - 8 1883,ent_000242,Time,25 - 8 1883,25 - 8 1883,25 8 1883,"[""Time""]",1,"[""lichsu_11_s116_bai20_sec10_001:e10""]",,,,,
alias,ent_001719::khoảng 1950 - 1951,ent_001719,Time,khoảng 1950 - 1951,khoảng 1950 - 1951,khoảng 1950 1951,"[""Time""]",1,"[""lichsu_12_s88_bai8_sec2_002:e5""]",,,,,
alias,ent_000124::1937,ent_000124,Time,1937,1937,1937,"[""Time""]",1,"[""lichsu_11_s81_bai17_sec4_001:e4""]",,,,,
alias,ent_002266::Ngày 20 tháng 11 năm 1873,ent_002266,Time,Ngày 20 tháng 11 năm 1873,Ngày 20 tháng 11 năm 1873,ngày 20 tháng 11 năm 1873,"[""Time""]",1,"[""lichsu_11_s111_bai20_sec5_002:e12""]",,,,,
alias,ent_000253::Ngày 28 tháng 7 năm 1995,ent_000253,Time,28 tháng 7 năm 1995,Ngày 28 tháng 7 năm 1995,ngày 28 tháng 7 năm 1995,"[""Time""]",1,"[""lichsu_12_s311_bai26_sec6_005:e9""]",,,,,
alias,ent_002275::Ngày 25 - 1 - 1969,ent_002275,Time,Ngày 25 - 1 - 1969,Ngày 25 - 1 - 1969,ngày 25 1 1969,"[""Time""]",1,"[""lichsu_12_s272_bai22_sec20_001:e8""]",,,,,
alias,ent_002291::Ngày 29 - 3 - 1973,ent_002291,Time,Ngày 29 - 3 - 1973,Ngày 29 - 3 - 1973,ngày 29 3 1973,"[""Time""]",1,"[""lichsu_12_s281_bai23_sec8_001:e2""]",,,,,
alias,ent_000043::1648,ent_000043,Time,1648,1648,1648,"[""Time""]",1,"[""lichsu_10_s170_002:e12""]",,,,,
alias,ent_002453::những năm 1850 - 1870,ent_002453,Time,những năm 1850 - 1870,những năm 1850 - 1870,những năm 1850 1870,"[""Time""]",1,"[""lichsu_10_s219_001:e6""]",,,,,
alias,ent_000086::1892,ent_000086,Time,1892,1892,1892,"[""Time""]",2,"[""lichsu_11_s122_bai21_sec5_002:e11"", ""lichsu_11_s123_bai21_sec6_001:e12""]",,,,,
alias,ent_002057::mùa xuân năm 1927,ent_002057,Time,mùa xuân năm 1927,mùa xuân năm 1927,mùa xuân năm 1927,"[""Time""]",1,"[""lichsu_11_s61_bai14_sec2_002:e4""]",,,,,
alias,ent_002517::nửa sau thế kỉ XVII,ent_002517,Time,nửa sau thế kỉ XVII,nửa sau thế kỉ XVII,nửa sau thế kỉ xvii,"[""Time""]",1,"[""lichsu_10_s124_001:e8""]",,,,,
alias,ent_002280::ngày 25 tháng 8,ent_002280,Time,ngày 25 tháng 8,ngày 25 tháng 8,ngày 25 tháng 8,"[""Time""]",1,"[""lichsu_12_s173_bai16_sec15_003:e4""]",,,,,
alias,ent_002261::Ngày 19 tháng 8 năm 1945,ent_002261,Time,Ngày 19 tháng 8 năm 1945,Ngày 19 tháng 8 năm 1945,ngày 19 tháng 8 năm 1945,"[""Time""]",1,"[""lichsu_12_s173_bai16_sec15_002:e12""]",,,,,
alias,ent_002171::Năm 603,ent_002171,Time,Năm 603,Năm 603,năm 603,"[""Time""]",1,"[""lichsu_10_s83_003:e4""]",,,,,
alias,ent_001030::cuối năm 1995,ent_001030,Time,cuối năm 1995,cuối năm 1995,cuối năm 1995,"[""Time""]",1,"[""lichsu_12_s311_bai26_sec6_005:e2""]",,,,,
alias,ent_000270::4 - 11 - 1950,ent_000270,Time,4 - 11 - 1950,4 - 11 - 1950,4 11 1950,"[""Time""]",1,"[""lichsu_12_s208_bai18_sec14_002:e9""]",,,,,
alias,ent_000211::20 - 12,ent_000211,Time,20 - 12,20 - 12,20 12,"[""Time""]",1,"[""lichsu_12_s246_bai21_sec12_003:e3""]",,,,,
alias,ent_002865::sau năm 1945,ent_002865,Time,sau năm 1945,sau năm 1945,sau năm 1945,"[""Time""]",2,"[""lichsu_12_s37_bai3_sec3_001:e4"", ""lichsu_12_s87_bai8_sec1_001:e6""]",,,,,
alias,ent_003007::tháng 3 năm 1995,ent_003007,Time,tháng 3 năm 1995,tháng 3 năm 1995,tháng 3 năm 1995,"[""Time""]",1,"[""lichsu_12_s85_bai7_sec18_001:e5""]",,,,,
alias,ent_003178::Thời Lê,ent_003178,Time,Thời Lê,Thời Lê,thời lê,"[""Time""]",1,"[""lichsu_10_s92_002:e4""]",,,,,
alias,ent_000246::26 tháng 7 năm 1953,ent_000246,Time,26 tháng 7 năm 1953,26 tháng 7 năm 1953,26 tháng 7 năm 1953,"[""Time""]",1,"[""lichsu_12_s60_bai5_sec9_001:e9""]",,,,,
alias,ent_003405::Từ tháng 1953 đến tháng 7 năm 1954,ent_003405,Time,Từ tháng 1953 đến tháng 7 năm 1954,Từ tháng 1953 đến tháng 7 năm 1954,từ tháng 1953 đến tháng 7 năm 1954,"[""Time""]",1,"[""lichsu_12_s216_bai19_sec7_002:e4""]",,,,,
alias,ent_001442::giữa thế kỉ XVIII,ent_001442,Time,giữa thế kỉ XVIII,giữa thế kỉ XVIII,giữa thế kỉ xviii,"[""Time""]",2,"[""lichsu_10_s131_bai23_sec6_001:e4"", ""lichsu_10_s175_001:e10""]",,,,,
alias,ent_000136::1950 - 1975,ent_000136,Time,1950 - 1975,1950 - 1975,1950 1975,"[""Time""]",1,"[""lichsu_12_s27_bai2_sec8_001:e11""]",,,,,
alias,ent_002962::Tháng 1 - 1579,ent_002962,Time,Tháng 1 - 1579,Tháng 1 - 1579,tháng 1 1579,"[""Time""]",1,"[""lichsu_10_s170_002:e6""]",,,,,
alias,ent_002478::những năm đầu của thế kỉ XXI,ent_002478,Time,những năm đầu của thế kỉ XXI,những năm đầu của thế kỉ XXI,những năm đầu của thế kỉ xxi,"[""Time""]",2,"[""lichsu_12_s37_bai3_sec3_002:e8"", ""lichsu_12_s38_bai3_sec4_001:e4""]",,,,,
alias,ent_001014::Cuối năm 1928,ent_001014,Time,Cuối năm 1928,Cuối năm 1928,cuối năm 1928,"[""Time""]",1,"[""lichsu_12_s133_bai13_sec4_002:e9""]",,,,,
alias,ent_002105::năm 1913,ent_002105,Time,năm 1913,năm 1913,năm 1913,"[""Time""]",2,"[""lichsu_11_s137_bai24_sec3_001:e9"", ""lichsu_11_s138_bai24_sec4_001:e2""]",,,,,
alias,ent_003110::thế kỉ V,ent_003110,Time,thế kỉ V,thế kỉ V,thế kỉ v,"[""Time""]",1,"[""lichsu_10_s50_001:e2""]",,,,,
alias,ent_003042::tháng 8 1914,ent_003042,Time,tháng 8 1914,tháng 8 1914,tháng 8 1914,"[""Time""]",1,"[""lichsu_11_s137_bai24_sec3_002:e8""]",,,,,
alias,ent_000077::1879,ent_000077,Time,1879,1879,1879,"[""Time""]",1,"[""lichsu_11_s13_bai5_sec2_001:e7""]",,,,,
alias,ent_000010::10 1953,ent_000010,Time,10 1953,10 1953,10 1953,"[""Time""]",1,"[""lichsu_12_s224_bai20_sec4_002:e8""]",,,,,
alias,ent_002106::Năm 1914,ent_002106,Time,Năm 1914,Năm 1914,năm 1914,"[""Time""]",1,"[""lichsu_11_s30_bai7_sec7_001:e4""]",,,,,
alias,ent_002455::những năm 1918 - 1929,ent_002455,Time,những năm 1918 - 1929,những năm 1918 - 1929,những năm 1918 1929,"[""Time""]",1,"[""lichsu_11_s63_bai14_sec4_001:e5""]",,,,,
alias,ent_002259::Ngày 18 - 4 - 1951,ent_002259,Time,Ngày 18 - 4 - 1951,Ngày 18 - 4 - 1951,ngày 18 4 1951,"[""Time""]",1,"[""lichsu_12_s74_bai7_sec7_001:e1""]",,,,,
alias,ent_000104::1919 - 1939,ent_000104,Time,1918-1939,1919 - 1939,1919 1939,"[""Time""]",1,"[""lichsu_11_s48_bai11_sec2_001:e8""]",,,,,
alias,ent_000078::1882,ent_000078,Time,1882,1882,1882,"[""Time""]",1,"[""lichsu_11_s13_bai5_sec2_001:e10""]",,,,,
alias,ent_002233::Ngày 10 - 12 - 1953,ent_002233,Time,Ngày 10 - 12 - 1953,Ngày 10 - 12 - 1953,ngày 10 12 1953,"[""Time""]",1,"[""lichsu_12_s226_bai20_sec6_001:e7""]",,,,,
alias,ent_000220::2004,ent_000220,Time,2004,2004,2004,"[""Time""]",1,"[""lichsu_12_s85_bai7_sec18_001:e2""]",,,,,
alias,ent_002154::năm 1986,ent_002154,Time,năm 1986,năm 1986,năm 1986,"[""Time""]",1,"[""lichsu_12_s311_bai26_sec6_002:e10""]",,,,,
alias,ent_003097::thập niên 70 trở đi,ent_003097,Time,thập niên 70 trở đi,thập niên 70 trở đi,thập niên 70 trở đi,"[""Time""]",1,"[""lichsu_10_s200_002:e11""]",,,,,
alias,ent_000137::1951 - 1953,ent_000137,Time,1951 - 1953,1951 - 1953,1951 1953,"[""Time""]",1,"[""lichsu_12_s212_bai19_sec3_001:e2""]",,,,,
alias,ent_001184::đầu năm 1954,ent_001184,Time,đầu năm 1954,đầu năm 1954,đầu năm 1954,"[""Time""]",1,"[""lichsu_12_s224_bai20_sec4_002:e1""]",,,,,
alias,ent_003129::Thế kỉ XVIII - XIX,ent_003129,Time,Thế kỉ XVIII - XIX,Thế kỉ XVIII - XIX,thế kỉ xviii xix,"[""Time""]",1,"[""lichsu_12_s107_bai10_sec4_001:e5""]",,,,,
alias,ent_000252::28 tháng 6 năm 1991,ent_000252,Time,28 tháng 6 năm 1991,28 tháng 6 năm 1991,28 tháng 6 năm 1991,"[""Time""]",1,"[""lichsu_12_s100_bai9_sec7_001:e5""]",,,,,
alias,ent_001233::đêm 22 rạng sáng 23 - 11 - 1940,ent_001233,Time,đêm 22 rạng sáng 23 - 11 - 1940,đêm 22 rạng sáng 23 - 11 - 1940,đêm 22 rạng sáng 23 11 1940,"[""Time""]",1,"[""lichsu_12_s167_bai16_sec9_001:e2""]",,,,,
alias,ent_000294::7 - 2 - 1965,ent_000294,Time,7 - 2 - 1965,7 - 2 - 1965,7 2 1965,"[""Time""]",1,"[""lichsu_12_s318_bai27_sec5_002:e10""]",,,,,
