audit_kind,item_id,entity_type,name,description,evidence_text,confidence,years,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
entity,lichsu_12_s56_bai5_sec5_001:e3,Time,tháng 11913 1993,Thời điểm Hiến pháp được ban hành,tháng 11913 1993,0.95,[1993],lichsu_12_s56_bai5_sec5_001,lichsu_12,Bài 5,XAO TÔMÊ VÀ PRINXIP THENG,"[35, 36, 37]","[""data/corpus/lichsu_12/lichsu_12.pdf_35.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_36.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_37.jpg.txt""]",T XUĐĂNG PHAXO Gall 1960 1956 GHINÊ 1960 GIBUTL NIGIERIA 11977 19581 XÔMALI ETIOPIA 1960 TRUNG PHI 1974 SP CAMORUN 1960 GHINÊN 1960 STAR UGAINĐA XÍCH ĐAQ4975 01/115000000199 1962 KÊN ANH VINIIGNINE XAO TÔMÊ VÀ PRINXIP THENG 1963 1968 CHDOS 1962 BURUNDI JANDALITICAL CÔNGGÔ EN 1960 1962 1960 TANDANIA Hó T 1964 VĂNGG LI TH CÔMO MALAUY 1975 D 1975 DẦMBIẠT 1964 1964 Q DIMBABUÊ MADAGAXCA NAMIBIA 1980 1960 1990 BỐTXOAN 1975 MÔRIXƠ 1966 I 1968 Các nước châu Phi ROADILEN Các nước khác K LÊ XỐ THÔ NIGIÊ T,,,,,
entity,lichsu_12_s45_bai4_sec4_001:e12,Time,những năm 60 - 70,Thời điểm các nước chuyển sang chiến lược kinh tế hướng ngoại,những năm 60 ? 70,0.95,"[1960, 1970]",lichsu_12_s45_bai4_sec4_001,lichsu_12,Bài 4,2. Quá trình xây dựng và phát triển của các nước Đông Nam Á,"[26, 27, 28, 29, 30]","[""data/corpus/lichsu_12/lichsu_12.pdf_26.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_27.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_28.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_29.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_30.jpg.txt""]","vương, Từ đó, đời sông chính tế của nhân dân Campuchia bước sang một thời kì phát triển mới. Tháng 10 ? 2004, Quốc vương Xihanúc thoái vi, Hoàng tử Xihamôni lên kế ngôi trở thành Quốn của Campuchia 2. Quá trình xây dựng và phát triển của các nước Đông Nam Á Các Nước Đông Nam A sau khi giành độc lập đã bước vào thời kì phát triển kinh Mê với những chiên lược phát triển kháu Nham nhóm năm nước sáng lập ASEAN Thoi kì đầu sau khi giành được độc lập, nhóm năm nước sang lập ASEAN (Indônêxia, Malaixia,",,,,,
entity,lichsu_11_s105_bai19_sec6_001:e12,Time,Năm 1859,Năm Pháp đánh Gia Định,Năm 1859,0.9,[1859],lichsu_11_s105_bai19_sec6_001,lichsu_11,Bài 19,THI CUỘC KHÁNG CHIẾN CỦA NHÁN DÂN NAM KI SAU HIẾP ĐỚC 1862,"[109, 110, 111, 112, 113, 114]","[""data/corpus/lichsu_11/lichsu_11.pdf_109.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_110.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_111.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_112.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_113.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_114.jpg.txt""]","Long sẽ được trả lại cho triều đình Huế khi nào triều đình chấm dút được các hoạt động chống Pháp ở ba tỉnh miền Đông Hiệp ước Nhâm Tuất giữa Pháp và triều đình Huế (5 -66 1862) được kí kết trong THI CUỘC KHÁNG CHIẾN CỦA NHÁN DÂN NAM KI SAU HIẾP ĐỚC 1862 1 Nhân dân ba tỉnh miền Đông tiếp tục kháng chiến sau Hiệp ước 1862 Thực hiên những điều đã cam kết với Pháp trong Hiệp ước 1862, triều đình Huế Thi Tra lênh giải lan nghĩa binh chống Pháp ở các tính Gia Định, Định Tường, Biên Hoà Mộc dù vây, ph",,,,,
entity,lichsu_12_s193_bai17_sec14_003:e4,Time,14 - 9 - 1946,Thời điểm kí kết Bản Tạm ước,ngày 14 - 9 - 1946,0.95,[1946],lichsu_12_s193_bai17_sec14_003,lichsu_12,Bài 17,3. Hoà hoãn với Pháp nhằm đấy quân Trung Hoa Dân quốc ra khỏi,"[125, 126, 127, 128, 129]","[""data/corpus/lichsu_12/lichsu_12.pdf_125.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_126.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_127.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_128.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_129.jpg.txt""]","nước Pháp với thi chi tư cách là thương khách của Chính phủ Pháp, đã kí vối Mutê - đại diên của Chính phủ Pháp - bản Tam ước ngày 14 - 9 - 1946, liếp tục nhân nhương Pháp một số quyền lơi về kinh tế ? văn hoá ở Việt Nam Bản Tam ước đã tạo điều kiện cho ta kéo dài thơi gian hoà hoãn để xây dựng, củng cổ lực lương, chuẩn bi bước vào cuộc kháng chiến toàn quốc chống thực dân Pháp không thể tránh khỏi Đảng và Chính phủ cách mang đã thực hiện chủ trương, sách chi lược - Hiệp định Sơ bộ Việt - Pháp ng",,,,,
entity,lichsu_12_s69_bai7_sec2_001:e1,Time,Năm 1945,Thời điểm sản xuất công nghiệp ở Pháp chỉ bằng 38% và nông nghiệp chỉ bằng 50% so với năm 1938.,"Ở Pháp, năm 1945 sản xuất công nghiệp chỉ bằng 38%, nông nghiệp chỉ bằng 50% so với năm 1938",0.95,"[1938, 1945]",lichsu_12_s69_bai7_sec2_001,lichsu_12,Bài 7,TÂY ÂU TỪ NĂM 1945 ĐẾN NĂM 1950,"[46, 47]","[""data/corpus/lichsu_12/lichsu_12.pdf_46.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_47.jpg.txt""]","nền kinh tế bị tàn phá do chiến tranh, các nước Tây Âu đã bước sang một giai đoạn phát triển mới với những thay đổi to lớn mà nổi bật là sự liên kết kinh tế - chính trị của các nước trong khu vưc TÂY ÂU TỪ NĂM 1945 ĐẾN NĂM 1950 Chiến tranh thế giới thứ hai đã để lại cho các nước Tây Âu nhiều hậu quả nặng nề Nhiều thành phố, bến cảng, nhà máy, các trung tâm công nghiệp bị tàn phá Hàng triêu người chết, mất tích hoặc bị tàn phế. Ở Pháp, năm 1945 sản xuất công nghiệp chỉ bằng 38%, nông nghiệp chỉ b",,,,,
entity,lichsu_12_s240_bai21_sec6_001:e7,Time,10 - 10 - 1954,Ngày quân ta tiến vào tiếp quản Hà Nội,ngày 10 - 10 - 1954,0.95,[1954],lichsu_12_s240_bai21_sec6_001,lichsu_12,Bài 21,GIONEVƠ NĂM 1954 VỀ ĐỒNG,"[157, 158]","[""data/corpus/lichsu_12/lichsu_12.pdf_157.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_158.jpg.txt""]","nhiêm vu của cách mang trong thời kì quá độ lên chủ nghĩa xã hôi Miền Nam tiếp tục thực hiện những nhiêm vu của cách mạng dân Hóc dân chủ nhân dân, đầu tranh chống để quốc và chính quyền tay sai GIONEVƠ NĂM 1954 VỀ ĐỒNG Hiệp định Giơnevo năm 1954 về Đông Dương được kí kết đã chấm dút cuộc chiến tranh xâm lược ba nước Việt Nam, Lào, Campuchia của thực dân Pháp, có sư giúp sức của đế quốc Mi. Thực hiên Hiệp đinh Gionevo, ngày 10 - 10 - 1954, quân ta tiến vào tiếp quản Hà Nội trong không khí tưng b",,,,,
entity,lichsu_12_s208_bai18_sec14_002:e6,Time,22 - 10 - 1950,Thời điểm Đường số 4 được giải phóng,ngày 22 10 1950,0.95,[1950],lichsu_12_s208_bai18_sec14_002,lichsu_12,Bài 18,2. Chiến dịch Biên giới thu - đông năm 1950,"[135, 136, 137, 138]","[""data/corpus/lichsu_12/lichsu_12.pdf_135.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_136.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_137.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_138.jpg.txt""]","13 - 10 - 1950, rút khỏi Na Sân Trong khi đó, cuộc hành quân của địch lên Thái Nguyên cũng bị quân ta chận đánh Quân Pháp trở nên hoảng loạn, phải rút chay, Đường số 4 được giải phóng ngày 22 10 1950. Quân ta tấn công Quân địch rút chạy Quân ta chăn đánh, truy kích địch Quân địch tiến đánh HA GIANG Hanh lang Đông Tây của địch 4000 Đường giao thông và số dương CAO BĂNG Biên giới quốc gia Đông Khê t Thất Khê TRUNG QUỐC BẮC KAN C Na Sâm TUYÊN QUANG LẠNG SƠN THÁI NGUYÊN Đình Lập VINH PHÚ THO YÊN SLE",,,,,
entity,lichsu_12_s208_bai18_sec14_002:e9,Time,4 - 11 - 1950,Thời điểm địch rút khỏi thị xã Hoà Bình,4 - 11 - 1950,0.95,[1950],lichsu_12_s208_bai18_sec14_002,lichsu_12,Bài 18,2. Chiến dịch Biên giới thu - đông năm 1950,"[135, 136, 137, 138]","[""data/corpus/lichsu_12/lichsu_12.pdf_135.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_136.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_137.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_138.jpg.txt""]","13 - 10 - 1950, rút khỏi Na Sân Trong khi đó, cuộc hành quân của địch lên Thái Nguyên cũng bị quân ta chận đánh Quân Pháp trở nên hoảng loạn, phải rút chay, Đường số 4 được giải phóng ngày 22 10 1950. Quân ta tấn công Quân địch rút chạy Quân ta chăn đánh, truy kích địch Quân địch tiến đánh HA GIANG Hanh lang Đông Tây của địch 4000 Đường giao thông và số dương CAO BĂNG Biên giới quốc gia Đông Khê t Thất Khê TRUNG QUỐC BẮC KAN C Na Sâm TUYÊN QUANG LẠNG SƠN THÁI NGUYÊN Đình Lập VINH PHÚ THO YÊN SLE",,,,,
entity,lichsu_11_s111_bai20_sec5_001:e6,Time,năm 1867,Thời điểm sáu tỉnh Nam Kì rơi vào tay Pháp.,Từ năm 1867,0.95,[1867],lichsu_11_s111_bai20_sec5_001,lichsu_11,Bài 20,KHÁNG CHIẾN LAN RỘNG RA BẮC KÌ,"[115, 116, 117, 118, 119]","[""data/corpus/lichsu_11/lichsu_11.pdf_115.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_116.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_117.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_118.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_119.jpg.txt""]","hai, sau đó quyết định đánh thắng vào Huế. Hai bản hiệp ước 1883 và 1884 đánh dấu sự đầu hàng hoàn toàn của triều đình phong kiến Việt Nam và xác lập nên bảo hô của Pháp trên toàn bộ đất nước tai nha KHÁNG CHIẾN LAN RỘNG RA BẮC KÌ Tình hình Việt Nam trước khi Pháp đánh Bắc Kì lần thứ nhất Từ năm 1867, sau khi cả sáu tỉnh Nam Kì rơi vào tay Pháp, tư tưởng dầu hàng điều đã chi phối các quan lại cao cấp trong triều đình Huế. Nhà Nguyễn vẫn tiếp tục chính sách ""bế quan toả cảng"""" tuy đã bắt đầu cử n",,,,,
entity,lichsu_12_s284_bai23_sec11_001:e6,Time,năm 1976,Một trong hai năm dự kiến để giải phóng miền Nam.,hai năm 1975 và 1976,0.95,"[1975, 1976]",lichsu_12_s284_bai23_sec11_001,lichsu_12,Bài 23,"1. Chủ trương, kế hoạch giải phóng miền Nam","[190, 191, 192]","[""data/corpus/lichsu_12/lichsu_12.pdf_190.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_191.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_192.jpg.txt""]","tân) Các ngành sản xuất công nghiệp, thủ công nghiệp, thương nghiệp, các mật hoạt đông văn hoá, xã hôi, giáo dục, y tế cũng được đấy manh cuộc đấu tranh của nhân dân ta ở miền Nam chống âm mưu, hành 1. Chủ trương, kế hoạch giải phóng miền Nam Cuối năm 1974 ? đầu năm 1975, trong tình hình so sánh lực lượng ở miền Nam thay đổi mau le có lọi cho cách mạng, Bô Chính trị Trung ương Đảng đề ra kế hoạch giải phóng hoàn toàn miền Nam trong hai năm 1975 và 1976. Nhưng Bô Chính trị nhấn mạnh ?cả năm 1975 ",,,,,
entity,lichsu_12_s246_bai21_sec12_001:e10,Time,1957-1959,"Giai đoạn cách mạng miền Nam gặp nhiều khó khăn, tổn thất.",những năm 1957 ? 1959,0.95,"[1957, 1959]",lichsu_12_s246_bai21_sec12_001,lichsu_12,Bài 21,"1. Đấu tranh chống chế độ Mĩ - Diệm, giữ gìn và phát triển lực lượng","[161, 162, 163, 164, 165]","[""data/corpus/lichsu_12/lichsu_12.pdf_161.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_162.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_163.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_164.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_165.jpg.txt""]","công cuộc khôi phục kinh tê, hàn gần vết thương chiến tranh ? - Công cuộc cải tao quan hệ sản xuất xã hội chủ nghĩa ở miên Băc từ năm 1958 đến năm 1960 đã đạt được những thành tưu và có han chế gi ? 1. Đấu tranh chống chế độ Mĩ - Diệm, giữ gìn và phát triển lực lượng cách mạng (1954) 1959) Cách mang miền Nam từ giữa năm 1954 chuyển từ đấu tranh vũ trang chống Pháp sang đấu tranh chính trị chống Mĩ - Diêm, đòi thi hành Hiệp định Gionevo năm 1954, bảo vệ hoà bình, giữ gìn và phát triển lực lượng c",,,,,
entity,lichsu_11_s51_bai12_sec2_002:e10,Time,Từ năm 1925,Thời điểm sản xuất công nghiệp Đức phát triển mạnh,Từ năm 1925,0.9,[1925],lichsu_11_s51_bai12_sec2_002,lichsu_11,Bài 12,NHỚC ĐỨC TRONG NĂM 1918 - 1929,"[64, 65]","[""data/corpus/lichsu_11/lichsu_11.pdf_64.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_65.jpg.txt""]","g của công nhân Hám buốc tháng 10 - 1923 là âm hưởng cuối cùng của con bão táp cách mạng và ở Đức Tình hình nước Đức trong những năm 1918 - 1923 có những điểm nào nổi bật ? - Hình 32 nói lên điều gì ? 2 Những năm ổn định tạm thời (1929) Các Cuối năm 1923, nước Đức đã vượt qua được thời kì khúng hoàng kinh lễ và chính trị sau chiến tranh, Chính quyền tư sản đã đẩy lùi phong trào cách mạng của quần chúng, từng bước khắc phục tình trang hồn loạn về tài chính, tạo đà cho nền kinh tế khoi phục và phá",,,,,
entity,lichsu_10_s170_002:e4,Time,Tháng 4 - 1572,Thời điểm quân khởi nghĩa làm chủ được các tỉnh phía bắc,Tháng 4 ? 1572,0.95,[1572],lichsu_10_s170_002,lichsu_10,Bài,1. Cách mạng Hà Lan,"[142, 143, 144]","[""data/corpus/lichsu_10/lichsu_10.pdf_142.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_143.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_144.jpg.txt""]","y quyền Tây Ban Nha Tháng 8 - 1567, Vương triêu Tây Ban Nha đưa quân sang Nê đéc lan và ngày dân áp đã man những người khơi nghia, nhưng không ngắn cán đươc thuy sư phản kháng của quân chúng Tháng 4 ? 1572, quân khơi nghĩa đã làm chú được các tính phía bắc thi Trong Một số quý tộc tư sản hoá ở Nê đéc-lan bất mãn với tâng lớp thống tri Tây Ban Nha đã đứng về phía quân khởi nghĩa, nằm quyền lãnh đao phong trào Tháng 1 - 1579, đại biểu các tỉnh miền Bắc họp hội nghị ở U trếch, tuyên bố thống nhất h",,,,,
entity,lichsu_12_s44_bai4_sec3_003:e5,Time,17 4 1975,Thời điểm thủ đô Phnôm Pênh được giải phóng,Ngày 17 4 1975,0.95,[1975],lichsu_12_s44_bai4_sec3_003,lichsu_12,Bài 4,VIỆT NAM TÊN NƯỚC,"[25, 26, 27, 28]","[""data/corpus/lichsu_12/lichsu_12.pdf_25.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_26.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_27.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_28.jpg.txt""]","18 - 3 - 1970, Chính phủ Xihanúc bị lật đó bởi các thể lực lay sai của Mi Từ đây, nhân dân Campuchia sát cánh cùng nhân dân Vi tào tiến hành Chiến cuộc kháng chiến chống Mi, từng bước giành thăng lơi. Ngày 17 4 1975 thi thủ đô Phnôm Pênh được giải phóng Cuộc kháng chiến chống Mĩ của nhân dân Campuchia kết thúng lơi Ngay sau đó, tập đoàn Khome đỏ do Pôn Pốt cầm đầu đã phản bội cách mang thi hành chính sách diệt chủng, tàn sát hàng triêu người dân vô lôi Nhân dân Campuchia, được sự giúp đô của quâ",,,,,
entity,lichsu_12_s285_bai23_sec12_004:e1,Time,ngày 28/4,Thời điểm diễn ra sự kiện tuyên bố đầu hàng không điều kiện,ngày 28 ? 4,0.95,[],lichsu_12_s285_bai23_sec12_004,lichsu_12,Bài 23,2. Cuộc Tổng tiến công và nối dậy Xuân 1975,"[192, 193, 194, 195, 196]","[""data/corpus/lichsu_12/lichsu_12.pdf_192.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_193.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_194.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_195.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_196.jpg.txt""]","ng thống ngày 28 ? 4, đã phải tuyên bố đầu hàng không điều kiên. Đến 11 giơ 30 phút cùng ngày là cờ cách mạng tung bay trên nóc Dinh Độc Lập, báo hiêu sư toàn tháng của chiến dịch Hồ Chí Minh lích sử. Sau khi giải phông Sài Gòn, lực lương vũ trang và nhân dân các tỉnh còn lại thờ miền Nam thừa thắng nhất lề đứng lên tiến công và nổi dây, theo phương thức thu người ""xã giái phóng xã, huyên giải phóng huyên, tỉnh giải phóng tỉnh"" Đến ngày 2-55 Châu Đốc là tỉnh cuối cùng được giái phóng Đảng ta đã ",,,,,
entity,lichsu_12_s84_bai7_sec17_001:e7,Time,năm 1995,Thời điểm các nước gia nhập EU.,năm 1995,0.95,[1995],lichsu_12_s84_bai7_sec17_001,lichsu_12,Bài 7,LIÊN BANG NGA,"[50, 51]","[""data/corpus/lichsu_12/lichsu_12.pdf_50.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_51.jpg.txt""]","trị, đối ngoại và an ninh chung Cơ cấu tổ chức của EU gồm năm cơ quan chính là Hội đồng châu Âu, Hôi đồng Bộ trưởng, Uỷ ban châu Âu, Quốc hôi châu Âu, Toà án châu Âu và một số uỷ ban chuyên môn khác. LIÊN BANG NGA BIỂN BẮC ANH HÀ LĂN UCRAINA ĐƯC SVAKIA MÔNĐÔVA AO PHÁP RUMANI BIÊN ĐEN FCB BUNGARE Bo ANBA THỔ NHI KI NHA Đ. Xix Sih Đ.Grep CHAUPHI MANTA H Các nước gia nhập EU đến năm 1995 Các nước gia nhập EU năm 2007",,,,,
entity,lichsu_10_s187_002:e12,Time,năm 1825,thời điểm nước Anh khánh thành đoạn đường sắt đầu tiên,Năm 1825,0.95,[1825],lichsu_10_s187_002,lichsu_10,Bài,1. Cách mạng công nghiệp ở Anh,"[159, 160, 161]","[""data/corpus/lichsu_10/lichsu_10.pdf_159.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_160.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_161.jpg.txt""]","c sử dụng máy hơi nước đã trở thành phổ biến, do vậy tốc độ sản xuất người và năng suất lao động tăng lên rõ iệt. Máy hơi nước đã tạo ra nguồn động lực mới, làm giảm sức lao động cơ bắp của con người. Lao động bằng tay dần được thay thế bằng máy móc, khởi đầu quá trình công nghiệp hoá ở nước Anh. Nhu cầu dùng máy tăng lên đã thức đẩy ngành chế tạo máy ra đời và thi phát triển, đồng thời đòi hỏi số lương và chất lương kim loại nhiều và cao hơn phát minh về phương pháp nấu than cốc năm 1735 là một",,,,,
entity,lichsu_11_s136_bai24_sec2_001:e1,Time,Ngày 24 12 1913,Thời điểm Phan Bội Châu bị giới quân phiệt Trung Quốc bắt giam.,Ngày 24 12 1913,0.95,[1913],lichsu_11_s136_bai24_sec2_001,lichsu_11,Bài 24,CHIẾN TRANH THẾ GIỚI THU NHÁT (1914 1918),"[140, 141, 146]","[""data/corpus/lichsu_11/lichsu_11.pdf_140.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_141.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_146.jpg.txt""]","cường khủng bố, nhiều người bị bắt Và Ngày và bi giết Ngày 24 12 1913, Phan Bội Châu bi giới quân phiết Trung Quốc bãi Người giam ở nhà tù Quảng Đông. Cách mang Viết Nam trái qua những ngày khó khăn CHIẾN TRANH THẾ GIỚI THU NHÁT (1914 1918) Trong Chiến tranh thế giới thứ nhất, chính quyền thng cường bóc Một sức người, sức của ở Đông Dương, Các chính sách đó đã làm cho các tầng lớp, giai cấp mới trong xã hội tăng nhanh về số lương, đồng thời này sinh một loạt cuộc khơi nghĩa vũ trang của mọi tầng",,,,,
entity,lichsu_12_s60_bai5_sec9_002:e12,Time,1962,Năm Triniđát và Tôbagô giành được độc lập,1962,0.95,[1962],lichsu_12_s60_bai5_sec9_002,lichsu_12,Bài 5,ĐÔM NGA ANT CHA THO NGAY,"[38, 39, 40, 41]","[""data/corpus/lichsu_12/lichsu_12.pdf_38.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_39.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_40.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_41.jpg.txt""]","ranh vũ trang lật đổ chế độ độc tài, thành lập Nước Cộng hoà Cuba Nhâm ngăn chăn ảnh hưởng của cách mang Cuba, tháng 8 1961, Mĩ để xướng việc tổ chức Liên minh vì tiền bộ lôi kéo các nước Minh Latinh. Nhưng từ các thập k0, phong trào điều đầu tranh chông Mi và chế đô đốc tài thân Mi giành độc lập ở khu vực ngày càng phát triển và giành nhiều tháng lợi Năm 1964, phong trào đấu tranh của nhân dân Panama đòi thu hồi chủ quyền kênh đào diễn ra sôi nối, buốc Mĩ phái từ bo quyền chiếm kênh đào và trả ",,,,,
entity,lichsu_11_s120_bai21_sec3_001:e1,Time,1896,Năm phong trào đấu tranh kéo dài đến,kéo dài đến năm 1896,0.95,[1896],lichsu_11_s120_bai21_sec3_001,lichsu_11,Bài 21,PHONG TRÀO CẦN VƯƠNG NỔ,[124],"[""data/corpus/lichsu_11/lichsu_11.pdf_124.jpg.txt""]","nước) đã diễn ra sôi nổi, kéo dài đến năm 1896. Bên canh đó, còn có những cuộc đấu tranh tự vệ của nông dân và nhân và dân các dân tộc thiểu số vùng núi, tiêu biểu nhất là cuộc khởi nghĩa Yên Thế. PHONG TRÀO CẦN VƯƠNG NỔ Cuộc phản công quân Pháp của phái chủ chiến tại Kinh thành Huế và sự bùng nổ phong trào Cần vương Với các hiệp ước Hác măng và Patonốt, thực dân Pháp đã hoàn thành về cơ bán chu cuộc xâm lược Việt Nam. Chúng bắt đầu xúc tiến viếc thiết lập chế đô bảo hộ và bộ máy chính quyền thự",,,,,
entity,lichsu_11_s86_bai17_sec9_001:e4,Time,mùa hè năm 1941,Thời điểm phe phát xít thống trị phần lớn châu Âu,mùa hè năm 1941,0.95,[1941],lichsu_11_s86_bai17_sec9_001,lichsu_11,Bài 17,(TỪ THÁNG 6 1941 ĐẾN THÁNG 11 - 1942),"[93, 94, 95]","[""data/corpus/lichsu_11/lichsu_11.pdf_93.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_94.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_95.jpg.txt""]","Đức chiếm đóng, Bằng vũ lực, quân Đức thôn tính Nam Tư và Hi Lạp. Đến mùa hè năm 1941, phe phát xít đã thống trị phần lớn châu Âu, Phát xít Đức đã chuẩn bi xong mọi điều kiên cần thiết để tấn Xô. (TỪ THÁNG 6 1941 ĐẾN THÁNG 11 - 1942) Phát xít Đức tấn công Liên Sự ở Bắc Phi Ngay từ tháng 12 1940, Hít-le đã thông qua kế hoạch tấn Xô với chiến lược ?chiến tranh chớp nhoáng"", đánh nhanh, tân dụng ưu thế về trang thiết bị ki thuật và yếu tố bất ngờ Rang sáng 22 - 6 - 1941, phát xít Đức tấn Xô ""Ba đạo",,,,,
entity,lichsu_11_s18_bai5_sec7_001:e7,Time,1915,Thời điểm I-ta-li-a rời khỏi Liên minh,1915,0.95,[1915],lichsu_11_s18_bai5_sec7_001,lichsu_11,Bài 5,"I ta-li-a rời khỏi Liên minh (1915), chống lại Đức","[31, 32]","[""data/corpus/lichsu_11/lichsu_11.pdf_31.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_32.jpg.txt""]","chiếm hầu hết lãnh thổ châu Âu, vươn ra các thuộc địa của Anh và Pháp ở châu Phi và châu Á. Năm 1882, Đức cùng Áo Hung và I-ta-li-a thành lập liên minh tay ba, được gọi là phe Liên minh. Sau này, I ta-li-a rời khỏi Liên minh (1915), chống lại Đức Đôi phó với âm mưu của Đức, Anh cũng chuẩn bị kế hoạch chiến tranh Anh, Pháp, Nga tuy có tranh chấp về thuộc địa, nhưng phải nhân nhương lẫn nhau, kí những bản hiệp ước tay đôi : Pháp Nga (1890), Anh Pháp (1904), Anh Nga (1907), hình thành phe Hiệp ước ",,,,,
entity,lichsu_10_s54_bai11_sec3_001:e7,Time,1487,Năm B. Đi-a-xơ dẫn đầu đoàn thám hiểm đi vòng qua cực Nam châu Phi,Năm 1487,0.9,[1487],lichsu_10_s54_bai11_sec3_001,lichsu_10,Bài 11,1. Những cuộc phát kiến địa lĩ,"[60, 61, 62]","[""data/corpus/lichsu_10/lichsu_10.pdf_60.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_61.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_62.jpg.txt""]","đấu tranh, xây dựng một nền văn hoá mới trong phong trào Văn hoá Phục hưng, tiến hành tôn giáo Phong trào đấu tranh của nông dân ra sôi nổi Ở nước Đức, báo hiệu cho sự suy vong của chế độ phong kiến 1. Những cuộc phát kiến địa lĩ Sự phát triển nhanh chóng của lực lượng sản xuất đã làm cho nhu cầu về 19 thương liệu, vàng bạc, thị trường ngày một tăng. Nhưng từ thế kỉ XV, con đường giao lưu buôn bán qua Tây Á và Địa Trung Hải lại do người A-rập độc chiếm. Vấn đề cấp thiết đang được đặt ra là phải ",,,,,
