audit_kind,item_id,relation_type,source_id,source_type,source_name,target_id,target_type,target_name,description,evidence_text,confidence,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
relation,lichsu_12_s108_bai10_sec5_002:3:e4-CAUSES-e3,CAUSES,e4,Concept,lực lượng sản xuất,e3,Concept,toàn cầu hoá,Sự tăng tiến mạnh mẽ của lực lượng sản xuất là nguyên nhân của toàn cầu hóa.,"Kết quá của quá trình tang tiến manh mễ của lực lương sản xuất, toàn cầu hoá là xu thế khách quan",0.95,lichsu_12_s108_bai10_sec5_002,lichsu_12,Bài 10,VII - XU THẾ TOÀN CẦU HOÁ VÀ ẢNH HƯỚNG CỦA NÓ,"[66, 67, 68, 69, 70]","[""data/corpus/lichsu_12/lichsu_12.pdf_66.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_67.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_68.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_69.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_70.jpg.txt""]","ác kinh tế châu Á - Thái Bình Dương (APEC), Diễn đàn hợp tác Á - Âu (ASEM) V.V Các tổ chức này có vai trò ngày càng quan trong trong việc giải quyết những vấn để kinh tế chung của thế giới và khu vực. Là Là Kết quá của quá trình tang tiến manh mễ của lực lương sản xuất, toàn cầu hoá là xu thế khách quan, là một thực tế không thể đảo ngược được, Nó có mặt tích cực và mặt tiêu cực, nhất là đối với các nước đang phát triển Về mặt tích cực, đó là thúc đẩy rất manh, rất nhanh sự phát triển và xã hôi ",,,,,
relation,lichsu_10_s26_003:7:e12-CAUSES-e13,CAUSES,e12,Person,Triệu Khuông Dẫn,e13,Organization,nhà Tống,Triệu Khuông Dẫn lập ra nhà Tống,"Triệu Khuông Dẫn lại tiêu diệt được các thế lực phong kiến khác, Ngày Hập ra nhà Tổng vào năm 960",0.9,lichsu_10_s26_003,lichsu_10,Bài,"1. Trung Quốc thời Tần, Hán","[28, 29, 30, 31]","[""data/corpus/lichsu_10/lichsu_10.pdf_28.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_29.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_30.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_31.jpg.txt""]","ời làm việc Vào thời Đường, từ các tuyến đường giao thông đã được hình thành trong các ""the trong thế kỉ trước, hai ?con đường tơ lụa"" trên đất liền và trên biển cũng được thiết """""""""""""""" lập, mở rộng. Về chính trị, nhà Đường tiếp tục củng cố chính quyền trung ương, làm cho các biện bộ máy cai trị phong kiến được hoàn chính. Các hoàng để nhà Đường cử người và thiên thân tín cai quản các địa phương, đặc biệt giao cho các công thần hoặc người 19 thu nhiên thân tộc giữ chức Tiết độ sứ, trần ải các m",,,,,
relation,lichsu_10_s26_003:6:e9-CAUSES-e3,CAUSES,e9,Event,khởi nghĩa do Hoàng Sào lãnh đạo,e3,Organization,nhà Đường,Cuộc khởi nghĩa Hoàng Sào dẫn đến việc nhà Đường bị lật đổ,Nhà Đường bị lật đó,0.9,lichsu_10_s26_003,lichsu_10,Bài,"1. Trung Quốc thời Tần, Hán","[28, 29, 30, 31]","[""data/corpus/lichsu_10/lichsu_10.pdf_28.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_29.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_30.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_31.jpg.txt""]","ời làm việc Vào thời Đường, từ các tuyến đường giao thông đã được hình thành trong các ""the trong thế kỉ trước, hai ?con đường tơ lụa"" trên đất liền và trên biển cũng được thiết """""""""""""""" lập, mở rộng. Về chính trị, nhà Đường tiếp tục củng cố chính quyền trung ương, làm cho các biện bộ máy cai trị phong kiến được hoàn chính. Các hoàng để nhà Đường cử người và thiên thân tín cai quản các địa phương, đặc biệt giao cho các công thần hoặc người 19 thu nhiên thân tộc giữ chức Tiết độ sứ, trần ải các m",,,,,
relation,lichsu_10_s119_001:14:e11-CAUSES-e10,CAUSES,e11,Organization,nhà Minh,e10,Organization,nhà Mạc,nhà Minh cho quân tiến xuống khiến nhà Mạc phải dâng sổ sách và thần phục,"vua Minh cho quân tiến xuống, phao tin xâm chiếm nước ta. Nhà Mạc lúng túng, đã buộc phải dâng số sách cho quân Minh, chịu thần phục để yên mặt Bắc",0.9,lichsu_10_s119_001,lichsu_10,Bài,1. Sự sụp đổ của triều Lê sơ. Nhà Mạc được thành lập,"[106, 107]","[""data/corpus/lichsu_10/lichsu_10.pdf_106.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_107.jpg.txt""]","chưa được bao lâu thì xảy ra cuộc chiến tranh Nam ? Bắc triều và tiếp đó là chiến tranh Trịnh - Nguyễn. Hai chính quyền ở Đàng Ngoài và Đàng Trong được hình thành, tại nhang cho đến cuối thế kỉ xviil 1. Sự sụp đổ của triều Lê sơ. Nhà Mạc được thành lập Đầu thế kỉ XVI, triều Lê sơ suy sụp. Sau khi vua Lê Hiến Tông chết, các vua Uy Mục, Tương Dực không còn quan tâm đến việc triều chính, chỉ lo ăn chơi, sa đoạ, Quan lại, địa chủ nhân đó hoành hành, hạch sách nhân dân, chiếm đoạt ruộng đất: Nhân dân",,,,,
relation,lichsu_11_s7_bai2_sec1_001:7:e2-CAUSES-e1,CAUSES,e2,Organization,thực dân Anh,e1,Place,Ấn Độ,Thực dân Anh hoàn thành việc xâm lược và đặt ách cai trị ở Ấn Độ.,thực dân Anh đã hoàn thành việc xâm lược và đặt ách cai trị ở Ân Độ,0.95,lichsu_11_s7_bai2_sec1_001,lichsu_11,Bài 2,Bài 2,"[4, 5, 6, 8, 9, 10]","[""data/corpus/lichsu_11/lichsu_11.pdf_10.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_4.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_5.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_6.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_8.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_9.jpg.txt""]","sự nước ngoài... Về giáo dục - Chính phủ thi hành chính sách giáo dục bất buộc, chú trong nội dung khoa học - kĩ thuật trong chương trình giảng day, cử những học sinh giỏi đi du học ở phương Tây.. Bài2 ÂN ĐỘ Từ giữa thế kỉ XIX, mâu thuẫn giữa đông đảo nhân dân Ấn Độ với thực dân Anh ngày càng trở nên sâu sác, Các cuộc đấu tranh giành độc lập dân tộc diễn ra quyết liệt dưới nhiều hình thức, lôi cuốn đông đảo các tầng lớp nhân dân tham gia. Điển hình là cuộc khởi nghĩa Xipay (1857 1859), phong trà",,,,,
relation,lichsu_11_s19_bai5_sec8_001:5:e6-CAUSES-e4,CAUSES,e6,Organization,Áo,e4,Event,Chiến tranh thế giới thứ nhất,Giới quân phiệt Áo chớp cơ hội gây Chiến tranh thế giới thứ nhất,"Giới quân phiệt Đức, Ao chớp lấy cơ hội đó để gây chiến tranh",0.95,lichsu_11_s19_bai5_sec8_001,lichsu_11,Bài 5,HI DIÊN BIẾN CỦA CHIẾN TRANH,"[32, 33]","[""data/corpus/lichsu_11/lichsu_11.pdf_32.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_33.jpg.txt""]","hội cho chiến tranh bùng nổ. Ngày 28 - 6 1914, Thái tử Áo - Hung bi một người Xéc bi ám sát tại Bô xni a. Chiến tranh thể giơi thư nhất Giới quân phiết Đức, Ao chớp lấy cơ hội đó để gây chiến tranh HI DIÊN BIẾN CỦA CHIẾN TRANH 1 Giai doạn thứ nhất (1914 1916) Ngày 28 - 7 1914, Ao - Hung tuyên chiến với Xéc-bi. Ngày 1 -8, Đức tuyên chiến với Nga, ngày 3 - 8 tuyên chiến với Pháp. Ngày 4 8, Anh tuyên chiến với Điều Đức Chiến tranh đế quốc đã bùng nổ và nhanh chóng lan rông thành chiến tranh thế giớ",,,,,
relation,lichsu_12_s183_bai17_sec4_001:10:e12-CAUSES-e2,CAUSES,e12,Event,nạn đói cuối năm 1944 - đầu năm 1945,e2,Place,Việt Nam Dân chủ Cộng hoà,nạn đói cuối năm 1944 - đầu năm 1945 gây hậu quả nặng nề cho Việt Nam Dân chủ Cộng hoà,hậu quả của nan đói cuối năm 1944 - đầu năm 1945,0.95,lichsu_12_s183_bai17_sec4_001,lichsu_12,Bài 17,THÌNH HÌNH NƯỚC TA SAU CÁCH MẠNG THÁNG TÁM NĂM 1945,"[121, 122]","[""data/corpus/lichsu_12/lichsu_12.pdf_121.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_122.jpg.txt""]","xây dưng chính quyền cách mang, diệt giác đốt, khắc phục khó khăn về tài chính, đầu tranh chống ngoai xâm, nôi phản, bảo về chính quyền là những nhiêm vu cấp bách của Đảng, Chính phủ và nhân dân ta THÌNH HÌNH NƯỚC TA SAU CÁCH MẠNG THÁNG TÁM NĂM 1945 Nước Việt Nam Dân chủ Công hoà vừa ra dòi đã phải đối mặt với muôn vàn khó khăn, thử thách, Quân đội các nước Đồng minh dưới danh nghĩa giái giáp quân Nhật đã lũ lượt kéo vào nước ta. Từ vĩ tuyến 16 trở ra Bắc, gần 20 van quân Trung Hoa Dân quốc kéo ",,,,,
relation,lichsu_12_s310_bai26_sec5_001:1:e1-CAUSES-e3,CAUSES,e1,Concept,cách mạng khoa học kĩ thuật,e3,Organization,Đảng và Nhà nước ta,cách mạng khoa học kĩ thuật trở thành xu thế thế giới đòi hỏi Đảng và Nhà nước ta phải tiến hành đổi mới,"cách mạng khoa học ? kĩ thuật trở thành xu thế thế giới ; cuộc khủng hoảng toàn diện, trầm trọng ở Liên Xô và các nước xã hội chủ nghĩa khác cũng đòi hỏi Đảng và Nhà nước ta phải tiến hành đổi mới",0.8,lichsu_12_s310_bai26_sec5_001,lichsu_12,Bài 26,2. Đường lối đổi mới của Đảng,"[208, 209]","[""data/corpus/lichsu_12/lichsu_12.pdf_208.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_209.jpg.txt""]","cách mạng khoa học ? kĩ thuật trở thành xu thế thế giới ; cuộc khủng hoảng toàn diện, trầm trọng ở Liên Xô và các nước xã hội chủ nghĩa khác cũng đòi hỏi Đảng và Nhà nước ta phải tiến hành đổi mới 2. Đường lối đổi mới của Đảng Đường lối đối mới của Đảng được đề ra lân đầu tiên tại Đại hội VI (12 - 1986) được điều chỉnh, bổ sung và phát triển tại Đại hội VII (6 - 1991), Đại hội VIII (6 1996), Đai hội IX (4001) (1) Đảng Công sản Việt Nam, Văn kiện Đại hội đại biểu toàn quốc lần thứ VI NXB Sư thất,",,,,,
relation,lichsu_10_s26_002:4:e5-CAUSES-e6,CAUSES,e5,Person,Lưu Bang,e6,Organization,nhà Hán,Lưu Bang lập ra nhà Hán,"Lưu Bang, một địa chủ phong kiến lên ngôi, lập ra nhà Hán",0.95,lichsu_10_s26_002,lichsu_10,Bài,"1. Trung Quốc thời Tần, Hán","[28, 29, 30, 31]","[""data/corpus/lichsu_10/lichsu_10.pdf_28.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_29.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_30.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_31.jpg.txt""]","goài Hoàng đế chia đất nước thành các quận, huyện ; đặt các chức quan Thái thú (ở quận) và Huyên lệnh (ở huyện), Các quan lại phải hoàn toàn tuân theo mệnh lệnh của Hoàng đế và luật pháp của nhà nước. Nhà Tần tồn tại được 15 năm, rồi bị cuộc khởi nghĩa nông dân do Trần Thắng Ngô Quảng lãnh đạo làm cho suy sụp. Lưu Bang, một địa chủ phong kiến lên ngôi, lập ra nhà Hán (206 TCN 220) Các hoàng đế triều Hán tiếp tục củng cố bộ máy cai trị, mở rộng hình thức tiến cử cả con em gia đình địa chủ tham gi",,,,,
relation,lichsu_12_s270_bai22_sec18_002:2:e4-CAUSES-e5,CAUSES,e4,Person,Nichxơn,e5,Event,cuộc tập kích chiến lược đường không bằng máy bay B52,Nichxơn phê chuẩn kế hoạch mở cuộc tập kích chiến lược đường không,Nichxơn phê chuẩn kế hoạch mở cuộc tập kích chiến lược đường không bằng máy bay B52,0.9,lichsu_12_s270_bai22_sec18_002,lichsu_12,Bài 22,1. Miền Bắc khôi phục và phát triển kinh tôi,"[181, 182, 183, 184, 185]","[""data/corpus/lichsu_12/lichsu_12.pdf_181.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_182.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_183.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_184.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_185.jpg.txt""]","ố phong toả cảng Hải Phòng cùng các cửa sông, luồng lạch, vùng biển miền Bắc. Nhờ được chuẩn bị trước và với tư thế luôn sắn sàng chiến dấu, miền Bắc đã chủ động kip thời chống trả địch ngay trần đầu. Trong điều kiên chiến tranh ác liết, các hoạt đông sản xuất, xây dưng ở miền Bắc vẫn không bi ngừng trê, giao thông vân tải bảo dảm thông suốt Ngày 14 - 12 - 1972, gân hai tháng sau khi tuyên bố ngừng ném bom băn phá miền Bắc từ vì tuyến 20 trở ra, để hồ trợ cho mưu dồ chính tri - ngoai giao mới, N",,,,,
relation,lichsu_10_s221_bai39_sec2_002:6:e11-CAUSES-e3,CAUSES,e11,Concept,học thuyết Mác,e3,Organization,Đảng Công nhân Pháp,Việc truyền bá học thuyết Mác dẫn đến sự thành lập của Đảng Công nhân Pháp.,"do kết quả của việc truyền bá học thuyết Mác ở nghiên nhiều nước tư bản tiên tiến, các dảng công nhân, đảng xã hội hay các nhóm có thi chi khuynh hướng tiền bộ cách mạng của giai cấp công nhân được thành lập : Đảng Công nhân Pháp (1879)",0.8,lichsu_10_s221_bai39_sec2_002,lichsu_10,Bài 39,QUỐC TẾ THỨ HAI,"[194, 195, 197, 198]","[""data/corpus/lichsu_10/lichsu_10.pdf_194.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_195.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_197.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_198.jpg.txt""]","sự lớn manh của công nhân Pháp (1) Theo đạo luật này, các tổ chức công nhân bị giải tán, các toà báo công nhân bị đóng cửa, hàng loạt đảng viên Đảng Công nhân xã hội dân chủ Đức bị bắt bó và tra tấn. Ở Anh, những cuộc bãi công của công nhân đòi tăng lương, thưc hiện ngày làm 8 giờ và đòi cải thiện đời sống liên tục diễn ra, điển hình là nguyen cuộc bãi công của hàng van công nhân khuân vác ở bến tàu Luân Đôn vào cuối thập niên 80 Nét nổi bật của phong trào công nhân Mĩ hồi cuối thế kỉ XIX gắn li",,,,,
relation,lichsu_12_s238_bai21_sec4_001:1:e4-CAUSES-e6,CAUSES,e4,Organization,đế quốc Mĩ,e6,Concept,chia cắt đất nước,Âm mưu của đế quốc Mĩ gây ra việc chia cắt đất nước,"âm mưu của đế quốc Mĩ và chính quyền Ngô Đình Diêm, nước ta lam thời bị chia cắt",0.9,lichsu_12_s238_bai21_sec4_001,lichsu_12,Bài 21,SÀI GÒN Ở MIỀN NAM - 1965),"[156, 157]","[""data/corpus/lichsu_12/lichsu_12.pdf_156.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_157.jpg.txt""]","khổ chống đế quốc Mĩ nhằm hoàn thành cuộc cách mạng dân tộc dân chủ nhân dân, thông nhất đất nước. D Phân tích nguyên nhân thắng lợi và ý nghĩa lịch sử của cuộc kháng chiến chống thực dân Pháp (1954) SÀI GÒN Ở MIỀN NAM - 1965) Do âm mưu của đế quốc Mĩ và chính quyền Ngô Đình Diêm, nước ta lam thời bị chia cắt làm hai miên với hai chế độ chính trị xã hôi khác nhau Trong tinh hình đó, mừa tiếp tục thực hiên những nhiêm vu con lai của cách mang dân tộc dân chủ nhân dân, vưa thực hiên những nhiêm vu",,,,,
relation,lichsu_12_s107_bai10_sec4_003:6:e8-CAUSES-e10,CAUSES,e8,Concept,Cách mạng khoa học - công nghệ,e10,Concept,Trái Đất nóng dần lên,Cách mạng khoa học - công nghệ gây ra hiện tượng Trái Đất nóng dần lên,hiện tượng Trái Đất nóng dần lên,0.95,lichsu_12_s107_bai10_sec4_003,lichsu_12,Bài 10,CUỘC CÁCH MẠNG KHOA HỌC - CÔNG NGHỆ,"[66, 67, 68, 69]","[""data/corpus/lichsu_12/lichsu_12.pdf_66.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_67.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_68.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_69.jpg.txt""]","ặt trời, năng lượng gió và nhất là năng lượng nguyên tử v.v.) những vật liệu mới (như chất pôlime chất dẻo với nhiều loại hình khác nhau các loại vật liêu siêu sạch, siêu cứng siêu bên, siêu dân...... công nghệ sinh học với những đột phá phi thường công nghê di truyền, công nghê tế bào, công nghê vì sinh và công nghê enzim, dẫn tới ""nghiệp cuốc """"cách mang xanh"""" trong nông nghiệp với những giống lúa mói có năng suất cao; chiến chịu bênh tốt , những tiến bộ thân kì trong thông tin liên lạc và gi",,,,,
relation,lichsu_11_s7_bai2_sec1_001:10:e11-CAUSES-e2,CAUSES,e11,Time,khoảng 25 năm cuối thế kỉ XIX,e2,Organization,thực dân Anh,"Lương thực của Ấn Độ bị vơ vét đưa về nước Anh, gây ra nạn đói.",lương thực của Ấn Độ bị vơ vét đưa về nước Anh ngày càng nhiều,0.95,lichsu_11_s7_bai2_sec1_001,lichsu_11,Bài 2,Bài 2,"[4, 5, 6, 8, 9, 10]","[""data/corpus/lichsu_11/lichsu_11.pdf_10.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_4.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_5.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_6.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_8.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_9.jpg.txt""]","sự nước ngoài... Về giáo dục - Chính phủ thi hành chính sách giáo dục bất buộc, chú trong nội dung khoa học - kĩ thuật trong chương trình giảng day, cử những học sinh giỏi đi du học ở phương Tây.. Bài2 ÂN ĐỘ Từ giữa thế kỉ XIX, mâu thuẫn giữa đông đảo nhân dân Ấn Độ với thực dân Anh ngày càng trở nên sâu sác, Các cuộc đấu tranh giành độc lập dân tộc diễn ra quyết liệt dưới nhiều hình thức, lôi cuốn đông đảo các tầng lớp nhân dân tham gia. Điển hình là cuộc khởi nghĩa Xipay (1857 1859), phong trà",,,,,
relation,lichsu_12_s140_bai14_sec2_001:6:e8-CAUSES-e1,CAUSES,e8,Organization,thực dân Pháp,e1,Event,Phong trào cách mạng 1930 - 1935,"Thực dân Pháp tập trung lực lượng đàn áp, phong trào bị tổn thất nghiêm trọng","Thực dân Pháp tập trung lực lương đàn áp, phong trào bị tốn thất nghiêm trong",0.95,lichsu_12_s140_bai14_sec2_001,lichsu_12,Bài 14,PHONG TRÀO CÁCH MANG 1930 - 1935,"[86, 87, 88, 89, 90]","[""data/corpus/lichsu_12/lichsu_12.pdf_86.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_87.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_88.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_89.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_90.jpg.txt""]","độc lập của dân tộc, cho tự do của nhân dân(1) Đảng ra đời là sự chuẩn bị tất yếu đầu tiên có tính quyết định cho những bước phát triển nháy vot mới trong lích sứ phát triển của dân tộc Viết Nam I PHONG TRÀO CÁCH MANG 1930 - 1935 Trong những năm 1929 - 1933, kinh tế Việt Nam phải gánh chiu những hâu quả năng nề của cuộc khủng hoảng kinh tế ở nước Pháp. Đời sống của các tầng lớp nhân dân gặp nhiều khó khăn, Trong thời gian này các thưc dân Pháp đàn áp đã man cuốc khới nghia Yên Bai khiên cho tinh",,,,,
relation,lichsu_12_s303_bai25_sec5_001:4:e6-CAUSES-e4,CAUSES,e6,Event,Hoàn thành thống nhất đất nước về mặt nhà nước,e4,Event,Cách mạng Việt Nam chuyển sang giai đoạn mới,Hoàn thành thống nhất đất nước về mặt nhà nước là nguyên nhân để Cách mạng Việt Nam chuyển sang giai đoạn mới,"Sau thắng lợi của cuộc kháng chiến chống Mĩ, cứu nước và hoàn thành thống nhất đất nước về mặt nhà nước, nước ta chuyển sang giai đoạn đất nước độc lập thống nhất, đi lên chủ nghĩa xã hội.",0.95,lichsu_12_s303_bai25_sec5_001,lichsu_12,Bài 25,1. Cách mạng Việt Nam chuyển sang giai đoạn mới,"[203, 204, 205, 206]","[""data/corpus/lichsu_12/lichsu_12.pdf_203.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_204.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_205.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_206.jpg.txt""]","1976 đến năm 1986 qua hai kế hoạch nhà nước 5 năm (1976 - 1980 và 1981 - 1985), nhân dân la thực hiên những nhiêm vụ kinh tế - xã hòi nhằm xây dưng đất nước, đồng thời với đầu tranh bảo vệ Tổ quốc 1. Cách mạng Việt Nam chuyển sang giai đoạn mới Sau thắng lợi của cuộc kháng chiến chống Mĩ, cứu nước và hoàn thành thống nhất đất nước về mặt nhà nước, nước ta chuyển sang giai đoạn đất nước độc lập thống nhất, đi lên chủ nghĩa xã hội. Điều độc lập và thông nhất là điều kiên tiên quyết để đất nước tiê",,,,,
relation,lichsu_11_s67_bai15_sec2_001:10:e11-CAUSES-e10,CAUSES,e11,Organization,Quốc tế Công sản,e10,Organization,Đảng Cộng Sản Trung Quốc,Quốc tế Công sản giúp đỡ sự ra đời của Đảng Cộng Sản Trung Quốc,"Với sự giúp đô của Quốc tế Công sản, năm 1920 Thi một số nhóm công sản đã ra đời, Tiên cơ sở các nhóm này, tháng 7 - 1921 Đảng Công Sản Trung Quốc được thành lập",0.9,lichsu_11_s67_bai15_sec2_001,lichsu_11,Bài 15,PHONG TRÀO CÁCH MẠNG QUỐC (1919 - 1939),"[79, 80]","[""data/corpus/lichsu_11/lichsu_11.pdf_79.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_80.jpg.txt""]","phong trào Ngũ tứ đã mở đầu thời kì cách mạng dân chủ mới. Ở Ân Độ, Đảng Quốc đại, dứng đầu là Ma-hát-ma Gan-đi, đã lãnh đạo phong trào giải phóng dân tộc theo đường lối bất bạo động, bất hợp tác. PHONG TRÀO CÁCH MẠNG QUỐC (1919 - 1939) Phong trào Ngũ tứ và sự thành lập Đảng Cộng Sản Trung Quốc Phong trào Ngũ tứ bùng nổ ngày 4 - 5 - 1919, nhàm phản đối âm mưu xâu xé Trung Quốc của các nước để quốc, Mở đầu phong trào là cuộc biểu tình của 3 000 học sinh, sinh viên yêu nước Bắc Kinh tai Quảng trườ",,,,,
relation,lichsu_10_s16_001:1:e1-CAUSES-e2,CAUSES,e1,Concept,công cụ bằng kim loại,e2,Concept,chế độ công xã thị tộc,Sự xuất hiện của công cụ kim loại báo hiệu sự tan rã của chế độ công xã thị tộc.,Sự xuất hiện công cụ bằng kim loại đã báo hiệu sự tan võ hoàn toàn của chế nhà độ công xã thi tộc,0.9,lichsu_10_s16_001,lichsu_10,Bài,1. Điều kiện tự nhiên và sự phát triển kinh tế,"[12, 13]","[""data/corpus/lichsu_10/lichsu_10.pdf_12.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_13.jpg.txt""]","hành và được cha truyền, con nối. Phương Đông cũng là cái nôi của văn minh nhân loại nơi mà lần đầu tiên con người đã biết sáng tạo ra chữ và viết, văn học, nghệ thuật và nhiêu tri thức khoa hoc khác 1. Điều kiện tự nhiên và sự phát triển kinh tế Sự xuất hiện công cụ bằng kim loại đã báo hiệu sự tan võ hoàn toàn của chế nhà độ công xã thi tộc và là khởi đầu của thời đại văn minh ? thời đại con người thi thi sản xuất ra ngày càng nhiều của cải, biết xây dựng những công trình kiến trúc đồ sộ, có c",,,,,
relation,lichsu_10_s182_001:3:e6-CAUSES-e7,CAUSES,e6,Concept,khủng hoảng xã hội sâu sắc,e7,Event,Cách mạng bùng nổ nền quân chủ lập hiến,Khủng hoảng xã hội báo hiệu cách mạng,báo hiệu một cuộc cách mạng đang đến gần,0.9,lichsu_10_s182_001,lichsu_10,Bài,1. Cách mạng bùng nổ nền quân chủ lập hiến,"[151, 152, 153, 154, 155]","[""data/corpus/lichsu_10/lichsu_10.pdf_151.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_152.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_153.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_154.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_155.jpg.txt""]","mâu thuẫn về quyền lợi kinh tế và địa vị chính trị giữa Đẳng cấp thứ ba với đẳng cấp Tăng lữ và Quý tộc, nước Pháp lâm vào cuộc khủng hoảng xã hội sâu sắc, báo hiệu một cuộc cách mạng đang đến gần. 1. Cách mạng bùng nổ nền quân chủ lập hiến Sự khủng hoảng trầm trọng của nền tài chính quốc gia buộc Lu-i XVI phải triệu tập Hội nghị ba đẳng cấp ngày 5 - 5 ? 1789 tại cung điện Véc-xai để đề xuất vấn đề vay tiền và ban hành thêm thuế mới Phản đối ý định ban hành thuế mới của nhà vua, ngày 17-6, đại b",,,,,
relation,lichsu_12_s30_bai2_sec11_001:4:e6-CAUSES-e7,CAUSES,e6,Person,M. Goócbachốp,e7,Event,công cuộc cải tổ,M. Goócbachốp tiến hành công cuộc cải tổ,tiên hành công cuộc cải tổ đãi nước,0.9,lichsu_12_s30_bai2_sec11_001,lichsu_12,Bài 2,THI LIÊN XO VÀ CÁC NƯỚC ĐÔNG ÂU TỪ GIỮA NHƯNG NĂM 700,"[13, 14, 15]","[""data/corpus/lichsu_12/lichsu_12.pdf_13.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_14.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_15.jpg.txt""]","ninh ở châu Âu và thế giới Sự lớn mạnh của Liên Xô và các nước thành viên đã tao nên thế cân bằng về sức mạnh quân sự giữa các nước xã hội chủ nghĩa và các nước tư bản chủ nghĩa vào đầu những năm 70. THI LIÊN XO VÀ CÁC NƯỚC ĐÔNG ÂU TỪ GIỮA NHƯNG NĂM 700 ĐẾN NĂM 1991 11 Sự khúng hoáng đầu những năm 80, nền kinh tế Liên bộc lộ những dấu hiêu suy thoái Đời sống chính trị có những diễn biến phức tạp, xuất hiên tư tưởng và một số nhóm đối lập chống lại Đảng Cộng sản và Nhà nước Xô viết. Tháng 3 - 198",,,,,
